534.000000, 0.671875, 534.000000, 0.671875
267.000000, 0.429688, 267.000000, 0.429688
356.333333, 0.515625, 356.333333, 0.515625
463.000000, 0.562500, 463.000000, 0.562500
370.400000, 0.450000, 370.400000, 0.450000
310.666667, 0.385417, 310.666667, 0.385417
266.285714, 0.330357, 266.285714, 0.330357
249.750000, 0.308594, 249.750000, 0.308594
222.000000, 0.274306, 222.000000, 0.274306
199.800000, 0.246875, 199.800000, 0.246875
260.000000, 0.281250, 260.000000, 0.281250
320.666667, 0.321615, 320.666667, 0.321615
296.000000, 0.296875, 296.000000, 0.296875
274.857143, 0.275670, 274.857143, 0.275670
281.600000, 0.268750, 281.600000, 0.268750
311.375000, 0.294922, 311.375000, 0.294922
336.705882, 0.315257, 336.705882, 0.315257
318.000000, 0.297743, 318.000000, 0.297743
302.315789, 0.287007, 302.315789, 0.287007
287.200000, 0.272656, 287.200000, 0.272656
280.380952, 0.264137, 280.380952, 0.264137
279.818182, 0.265625, 279.818182, 0.265625
267.652174, 0.254076, 267.652174, 0.254076
256.500000, 0.243490, 256.500000, 0.243490
246.560000, 0.234375, 246.560000, 0.234375
284.153846, 0.253005, 284.153846, 0.253005
302.444444, 0.269676, 302.444444, 0.269676
315.500000, 0.285156, 315.500000, 0.285156
331.206897, 0.299569, 331.206897, 0.299569
320.166667, 0.289583, 320.166667, 0.289583
330.838710, 0.297883, 330.838710, 0.297883
344.750000, 0.311035, 344.750000, 0.311035
361.333333, 0.324811, 369.000000, 0.325758
377.235294, 0.335478, 384.676471, 0.336397
373.771429, 0.331250, 381.000000, 0.332143
370.277778, 0.327257, 377.305556, 0.328125
370.216216, 0.324747, 377.054054, 0.325591
364.105263, 0.321135, 370.763158, 0.321957
357.897436, 0.313702, 364.384615, 0.314503
355.700000, 0.310937, 362.025000, 0.311719
347.512195, 0.304878, 353.682927, 0.305640
345.476190, 0.302827, 351.500000, 0.303571
340.511628, 0.300145, 346.395349, 0.300872
335.727273, 0.297585, 341.477273, 0.298295
331.333333, 0.295486, 336.955556, 0.296181
329.652174, 0.293478, 335.152174, 0.294158
325.446809, 0.288231, 330.829787, 0.288896
321.791667, 0.286133, 327.062500, 0.286784
315.469388, 0.283801, 320.632653, 0.284439
309.480000, 0.281875, 314.540000, 0.282500
304.078431, 0.280637, 309.039216, 0.281250
302.884615, 0.278546, 306.057692, 0.280349
299.849057, 0.277123, 302.962264, 0.278892
296.740741, 0.275463, 299.796296, 0.277199
293.672727, 0.273580, 296.672727, 0.275284
291.142857, 0.272321, 294.089286, 0.273996
288.263158, 0.269463, 291.157895, 0.271107
287.637931, 0.267241, 288.310345, 0.269666
287.271186, 0.266684, 287.932203, 0.269068
282.750000, 0.265104, 283.400000, 0.267448
282.311475, 0.264344, 282.918033, 0.266650
280.080645, 0.263105, 280.677419, 0.265373
277.888889, 0.261161, 282.301587, 0.264633
276.015625, 0.260254, 280.359375, 0.263672
271.830769, 0.257452, 278.076923, 0.262019
269.984848, 0.256866, 276.136364, 0.261364
267.955224, 0.255830, 274.014925, 0.260261
264.191176, 0.253217, 271.852941, 0.257812
260.710145, 0.252038, 268.260870, 0.256567
257.100000, 0.248884, 264.542857, 0.253348
264.352113, 0.254181, 271.690141, 0.258583
274.958333, 0.260851, 283.750000, 0.265625
276.342466, 0.260274, 285.013699, 0.264983
284.837838, 0.266892, 294.770270, 0.272171
294.533333, 0.272292, 301.306667, 0.277500
290.657895, 0.268709, 297.342105, 0.273849
290.233766, 0.267451, 296.831169, 0.272524
290.025641, 0.267027, 296.538462, 0.272035
288.151899, 0.265427, 294.582278, 0.270372
287.850000, 0.264258, 294.200000, 0.269141
286.197531, 0.263696, 292.469136, 0.268519
284.292683, 0.262386, 290.487805, 0.267149
281.036145, 0.260919, 287.156627, 0.265625
279.595238, 0.260603, 285.642857, 0.265253
277.976471, 0.259007, 283.952941, 0.263603
276.534884, 0.258358, 282.441860, 0.262900
276.229885, 0.255927, 282.068966, 0.260417
273.090909, 0.253018, 278.863636, 0.257457
270.022472, 0.250176, 275.730337, 0.254565
275.577778, 0.255035, 281.222222, 0.259375
272.813187, 0.256181, 278.395604, 0.260474
269.847826, 0.253397, 275.369565, 0.257643
276.397849, 0.257728, 281.860215, 0.261929
279.340426, 0.262633, 284.744681, 0.266789
276.400000, 0.259868, 281.747368, 0.263980
280.322917, 0.264486, 285.614583, 0.268555
289.020619, 0.269652, 294.340206, 0.273518
286.071429, 0.266901, 291.336735, 0.270727
283.181818, 0.264362, 288.393939, 0.268150
280.350000, 0.261719, 285.510000, 0.265469
287.504950, 0.266089, 292.613861, 0.269802
293.480392, 0.269914, 298.539216, 0.273591
300.427184, 0.273817, 305.436893, 0.277458
307.048077, 0.276893, 312.259615, 0.281400
313.809524, 0.280804, 318.971429, 0.285268
315.698113, 0.283314, 324.500000, 0.288915
322.177570, 0.287091, 330.897196, 0.292640
328.481481, 0.289207, 337.120370, 0.294705
325.467890, 0.286554, 334.027523, 0.292001
329.436364, 0.289347, 337.918182, 0.294744
334.450450, 0.293356, 342.855856, 0.298705
340.491071, 0.296875, 348.821429, 0.302176
338.619469, 0.294939, 346.876106, 0.300194
335.649123, 0.292352, 343.833333, 0.297560
332.730435, 0.290082, 340.843478, 0.295245
339.620690, 0.295259, 352.758621, 0.300781
343.299145, 0.298745, 356.324786, 0.304220
341.559322, 0.297934, 354.474576, 0.303363
347.294118, 0.303178, 363.974790, 0.308824
350.025000, 0.306510, 366.566667, 0.312109
357.438017, 0.311080, 372.008264, 0.316374
361.885246, 0.313909, 376.336066, 0.319928
366.138211, 0.316946, 380.471545, 0.322917
363.314516, 0.315398, 377.532258, 0.321321
367.544000, 0.318625, 381.648000, 0.324500
364.865079, 0.317460, 378.857143, 0.323289
362.149606, 0.316191, 376.031496, 0.321973
366.242188, 0.319336, 380.101562, 0.325562
369.449612, 0.322796, 382.209302, 0.328973
368.884615, 0.322716, 381.546154, 0.328846
374.648855, 0.325262, 385.427481, 0.331703
379.409091, 0.328480, 389.219697, 0.334872
383.323308, 0.331414, 393.060150, 0.337758
386.283582, 0.333955, 395.947761, 0.340252
387.392593, 0.336343, 396.985185, 0.342593
384.544118, 0.333869, 394.066176, 0.340074
388.116788, 0.336337, 397.569343, 0.342495
385.304348, 0.333899, 394.688406, 0.340014
386.417266, 0.336893, 394.014388, 0.343076
388.307143, 0.338728, 395.850000, 0.344866
391.092199, 0.341755, 398.609929, 0.347850
393.922535, 0.344080, 401.387324, 0.350132
398.293706, 0.346809, 405.685315, 0.352819
400.923611, 0.349609, 408.270833, 0.355577
399.620690, 0.352694, 406.848276, 0.358836
400.746575, 0.355094, 408.664384, 0.360980
404.877551, 0.357887, 408.850340, 0.362989
404.337838, 0.360642, 408.270270, 0.365921
406.946309, 0.363570, 409.295302, 0.368393
407.986667, 0.366354, 411.726667, 0.370937
412.059603, 0.368895, 416.516556, 0.373448
412.322368, 0.370888, 416.710526, 0.375308
411.692810, 0.373570, 416.052288, 0.377962
411.000000, 0.375913, 415.305195, 0.380276
412.748387, 0.378427, 417.025806, 0.382762
414.423077, 0.381010, 419.423077, 0.385016
419.789809, 0.383559, 423.229299, 0.387440
423.556962, 0.385977, 421.854430, 0.389537
426.616352, 0.388463, 423.440252, 0.391509
426.037500, 0.391016, 422.868750, 0.394043
428.267081, 0.392857, 424.428571, 0.395769
431.185185, 0.395255, 425.191358, 0.398438
430.558282, 0.397719, 424.638037, 0.400882
431.371951, 0.400152, 426.182927, 0.403392
433.581818, 0.402462, 425.557576, 0.405777
432.289157, 0.403991, 426.409639, 0.408133
431.628743, 0.406344, 427.922156, 0.410367
435.041667, 0.408575, 429.327381, 0.412202
437.136095, 0.410688, 430.769231, 0.414294
437.770588, 0.412776, 431.476471, 0.416360
440.432749, 0.415022, 433.479532, 0.417946
440.470930, 0.417060, 434.244186, 0.420149
441.179191, 0.419075, 434.335260, 0.422327
439.781609, 0.421336, 432.977011, 0.424569
441.068571, 0.423571, 433.685714, 0.426071
440.414773, 0.425160, 433.750000, 0.427468
441.774011, 0.427260, 433.830508, 0.429114
441.095506, 0.429424, 433.196629, 0.431268
439.692737, 0.430953, 434.553073, 0.432961
440.966667, 0.432986, 435.222222, 0.434809
439.723757, 0.434738, 434.011050, 0.436550
439.681319, 0.436470, 435.956044, 0.438359
444.092896, 0.438525, 435.306011, 0.439891
443.592391, 0.439453, 434.853261, 0.440812
445.427027, 0.440963, 436.745946, 0.442230
447.838710, 0.442288, 439.193548, 0.443716
445.443850, 0.439923, 436.844920, 0.441344
446.537234, 0.441240, 438.585106, 0.442736
450.164021, 0.442626, 442.253968, 0.444114
450.794737, 0.443914, 442.884211, 0.445477
454.308901, 0.445517, 446.439791, 0.447071
456.578125, 0.446208, 448.750000, 0.447754
458.139896, 0.447215, 450.352332, 0.448753
460.469072, 0.448454, 452.721649, 0.449984
463.328205, 0.450080, 454.317949, 0.451683
460.964286, 0.448501, 452.000000, 0.450096
463.791878, 0.449477, 454.873096, 0.451063
465.949495, 0.450521, 457.075758, 0.452099
468.698492, 0.451633, 459.869347, 0.453204
